resourceid,Email,lab,ID,status,title,location,zipcode,age,filename,transcription,topic,type,keywords,credit,lables,insta,hashtag,twitter,facebook
4774,,Rittenhouse Square,RS379,Transcribed,The Hall of Oats Honoring Hall & Oats,16th + Waverly,19146,47,RS379_0001.jpg,"The Hall of Oats 

Oats of bronze 

Private eyes 



Yearly procession down the Hall of Oats every fall in Philadelphia In honor of two great Philadelphians + their timeless tunes","Culture, History, Music, Philadelphia","Interactive, Space, Walkway, Performance, Parade, Street","Hall and Oates, Music",P.T.,,,,,
4773,,Rittenhouse Square,RS376,Transcribed,B-Ball 4 All,Norris Square,19104,27,RS376_0001.jpg,Renovated basketball courts,"Inclusivity, Sports","Park, Playground",basketball,,,,,,
4772,,Rittenhouse Square,RS374,Transcribed,W.C. Field-Day,STAW Bridget Clother,,64,RS374_0001.jpg,A likeness og WC Feild-Juggling with top hat on head - he would look great on a pedistil. He worked as a change boy at Sttawbridges Rag's to Riches- Local boy makes good- our great department store past,Unknown,Sculpture Statue,,,A man on a pedestal juggling 3 balls with a top hat on.,,,,
4771,,Rittenhouse Square,RS375,Transcribed,Monuments don't last forever,"Mount Moriah, West Philly",19103,23,RS375_0001.jpg,"Epitaph: it's been real. Don't ask what these monuments can do, ask what YOU can do for the monuments.",Philadelphia,"Stumble Stone, Sculpture Statue",,,A tomb stone with //R.I.P. Monument Lab 9.16- 11.19 2017//,,#ILYML,,@monumentlablover
4770,,Logan Circle,LS159,Transcribed,Anything,11th and Emily St,19148,38,LS159_20171102_0001.jpg,,Unknown,Sculpture Statue,,Meg,,,,,
4769,,Logan Circle,LS158,Transcribed,Music of the City,@ The Rotunda,19422,45,LS158_20171102_0001.jpg,"Video/speaker cycling through periods of Philly music and artist of all kind (pop, rap, punk, jazz, blues) Compilation of new and old that could be updated monthly. Link in on smart phones to read/hear more about the artist.",Music,"Audio, Projection, Film, Image",,Kristina Lengel,,,,,
4768,,Logan Circle,LS157,Transcribed,Benny,Franklin Institute,19107,30,LS157_20171102_0001.jpg,Statue of Ben Franklin,"Figure, History",Sculpture Statue,,Caprilla Robertson,,,,,
4767,,Logan Circle,LS156,Transcribed,River Trail Projector,23rd & Chestnut trail along the Schuyllkill River,19002,23,LS156_20171102_0001.jpg,"Im thinking a great monument would be a projector right around here, there is a stone bridge underneath walnut st that would actually serve as  the perfect backdrop.  This is a place I see a lot of families and it would be cool to just have outdoor movie nights whenever.","Environment, Technology",Projection,"Movie night, outdoors, river, schuylkill river trail",Eric James,,@yung.lion.king,,,
4766,,Logan Circle,LS155,Transcribed,Ben Franklin,The parkway,10106,38,LS155_20171102_0001.jpg,A statue of Ben Franklin,"Figure, History",Sculpture Statue,,Kevin,,,,,
4765,,Logan Circle,LS154,Transcribed,Philly Haiku Garden,Ben Franklin Pkwy Logan to Museum,87501,53,LS154_20171102_0001.jpg,Poets will be invited to write haiku poems that have some relationships to Phila. (obvious or not). Those chosen will be etched into porcelain //stones// + then placed in the grass median so walkers can stop and read and meditate etc.  (modeled after Santa Fe Community College (NM)),Art,"Garden, Space, Stumble Stone",,Helga + Grey,,,,,
4764,,Logan Circle,LS153,Transcribed,Spiller Iniative 97,The Benjamin Franklin Parkway,30071,52,LS153_20171102_0001.jpg,"Spiller helped women after the age of 30 to have the appropriate vaccinations while working with the public.  Spiller Initiative gave any CDC removal to keep vaccinations for women to keep a healthy work environment.  A statue of Wanda F. Mills with the Bible in her hand is the Monument Platform.  Her help was so needed that it interferred with customs and protective custody. 



Norcross Municipal Court

65 Lawrenceville St. NW

Norcross Georgia 30071","Health, History, Women","Sculpture Statue, Other No Form","Vaccination, CDC, Health, Wanda F. Mills, Bible, customs, protective custody",Pamela Thompson Mills,,,,,
4763,,,,,MPcoloring 0001,,,,MPcoloring_0001.jpg,,,,,,,,,,
4762,,Franklin Square,FS379,Transcribed,Pier Parks,Next to the Delaware,18940,20,fs379_0001.jpg,"My favorite places in Philly are next to the Delaware. I think that the more green public space, the better! 



Washington STREET PIER PARK 



RACE STREET PIER",Environment,"Garden, Park",Piers,Kimberly Muth,,,,,
4761,,Franklin Square,FS377,Transcribed,Phanatic,Pattison Ave & Broad St,19152,25,fs377_0001.jpg,Something that shows how die hard Philadelphian are about their sports teams,"Philadelphia, Sports",Other No Form,,Jimmy Zhao,,,,,
4760,,City Hall,CH1003,Transcribed,FerroFluid,,19144,19,CH1003_0001.jpg,"[Release May 4th]



(Gets a bunch of star wars nerds)



- Magnets aroun sphere



- Liquid (Ferro Fluid)



- May the Force B with u



Controler synchronized to magnets





-Connected Device

(to follow star wars)

(more people attention)

(Nerds)



-Tools/effects

-3D animation of sphere","Art, Culture, Technology","Fountain, Interactive, Sculpture Statue","Ferrofluid, star wars, May 4th, 3D, New Media, Ferro Fluid",Z,,,,,
4759,,City Hall,CH1002,Transcribed,Civil Rights Leaders,Center City,19149,13,CH1002_0001.jpg,"<- Martin Luther King Jr.

<- Rosa Parks

<- Harriett Tubman



<- description","African Americans, History, Social Justice, Uplifting",Sculpture Statue,"Martin Luther King Jr., Rosa Parks, Harriett Tubman, Civil Rights",,,,#fiji.sprung/naa #tysheem/Sanaa,,
4758,,Marconi Plaza,MP182,Transcribed,FASHIN!,In everyone's house!,,17,juuj_0001.jpg,,Pop Culture,Other No Form,,Esther-San,,,,,
4757,,City Hall,CH1001,Transcribed,Taj Sports Motivations,Wells Fargo Center,19023,14,CH1001_0001.jpg,,Sports,Other No Form,,,,@2x.taj @18x.ant,#taijae #anthony,,
4756,,Washington Square,WS140,Transcribed,Green It Up,Columbus Blvd,19147,38,WS140_0001.jpg,Concrete Jungle is my vision of Philadelphia.  It would be beautiful to create a vision for people to see that nature is such a beautiful and important element to the city and to life in general.  A monument to celebrate life and vegetation within our concrete jungle.,Environment,Other No Form,"Nature, vegetation, concrete jungle",Nancy Pancko@hotmail.com,,,,,
4755,,City Hall,CH1000,Transcribed,Cecil B. Moore,Cecil B.Moore Ave + Broad St,19121,22,CH1000_0001.jpg,"Cecil looking cool b/c he was for all he did for N. Philly community



probably smoking a cig.","African Americans, Education, History, Neighborhoods, Philadelphia",Sculpture Statue,"Cecil B. Moore, North Philadelphia, Integration, NAACP",Kait Moore,,@oceanstatic,,,
4754,,Washington Square,WS139,Transcribed,Richardson Dilworth,Washington Square,19106,68,WS139_0001.jpg,Monument because he supported Society Hill redevelopment to put his money where his mouth was he bought a house on S. 6th St.,"Figure, History, Philadelphia",Sculpture Statue,,rgholberg@aol.com,,,,,
4753,,Norris Square,NS163,Transcribed,Museum,North Square,,58,ns158_0002.jpg,,"Architecture, Art, Education, History",Museum,"Museum, North Square",Iris E Hengo 6,,,,,
4752,,Norris Square,NS158,Transcribed,Teens Working Together,North Philadelph 5th + Alleghany,19132,42,ns158_0001.jpg,"Draw a mirror of art.

Describing teens of all background.

Cleaning up communities!","Art, Culture, Neighborhoods, Philadelphia, Youth, Race Ethnicity","2D, Mural",,Banny,,,,,
4751,,Penn Treaty Park,PT369,Transcribed,A place for your crush,Love Park,19124,29,PT369_0001.jpg,"light over the heart



Talk for while 



sun set - 



eat dinner","Environment, Love","Garden, Interactive, Park, Meal","crush, heart, sunset, dinner",Anais Vargas,,,,,
4750,,City Hall,CH998,Transcribed,Unkh,City Hall,19193,22,CH998_0001.jpg,,"Business, Religion",Sculpture Statue,"$, Ankh, Money",Daniel Tuche,,,,,
4749,,Light labs,LLL27,Transcribed,Common Good,Someplace Visible,19107,62,LLL27_20171102_0001.jpg,"a monument to commemorate the spirit of Philadelphia - for hundreds of years - to figuring out a better way, a new way, to work together for the common good.  



examples: Waterworks + Fairmount Park 

savings + loans

Eastern State Penitentiary (groundbreaking at the time)

The Library Company 

probably social innovations too, I'm less familiar with those. 



Many other places - and monuments - celebrate individual achievement.  Philadelphia is a place where people think about innovative new ways to work collectively to improve the lives of others and the community.","History, Philadelphia",Other No Form,"History, Fairmount Water Works, Eastern State Penitentiary, The Library Company, Innovation",Maud Lyon,,,,,
4748,,Light labs,LLL28,Transcribed,Transformations,Frankford Ave u Known St.,19136,26,LLL28_20171102_0001.jpg,"a timelapse mural of the Holmesburg/Lower NE area, showing increasing diversity in the area & promoting inclusion.  Holmesburg is an historic neighborhood, founded in 1697, so starting w/ that history, moving to industrialization (railtrains), moving onto immigration, then to more recent diversification.  This intersection has large, bare walls for murals.","History, Immigration, Neighborhoods, Philadelphia",Mural,"Holmesburg, history, immigration, diversity",,,@cherylmolle,#homesweetholmesburg,,
4747,,Light labs,LLL29,Transcribed,Something different!,Somewhere new!,19147,24,LLL29_20171102_0001.jpg,"I would like to see a monument that is interactive, also in areas where there aren't normally monuments- in the far corners of the city-northeast, south Philly near airport, etc.",Philadelphia,Interactive,,Rachel Marx,,,,,
4746,,Light labs,LLL30,Transcribed,[Untitled],,19148,40,LLL30_20171102_0001.jpg,Create more open public space,Unknown,Park,open public space,Sok Be,,,,,
4745,,Light labs,LLL26,Transcribed,Joy Church,Penn Treaty Park,19125,43,LLL26_20171102_0001.jpg,"A space for people to come together to dance, dress in costume, be silly, sing out loud - really just be kids again - where the only goal is PURE JOY & building community thru happiness, movement, music","Culture, Music, Unity",Space,,Elicia,,@eliciag,,,
4744,,Light labs,LLL25,Transcribed,We the People,Anywhere,19143,40,LLL25_20171102_0001.jpg,Monument that flashes pictures of Philadelphians on the street from all walks of life highlighting the strength of our city is in our diversity. Also gives as a chance to briefly highlight those who aren't in the spotlight.,"Philadelphia, Race Ethnicity","Street, Projection, Image, Film",,Dan O'Brien,,,,,
4743,,Light labs,LLL24,Transcribed,The Stoop,South Philly Maybe on Snyder Ave,19148,33,LLL24_20171102_0001.jpg,,"Architecture, Culture, Neighborhoods, Philadelphia","Concrete, Sculpture Statue","Stoop, Step, Stoops, Porch, South Philly",Katie Feeney,,@robertafaceplant,,youdoyoumusic,
4742,,City Hall,CH997,Transcribed,2 Questions Marks,Anywhere,19143,27,CH997_0001.jpg,The purpose of the monument is to question everything at a balance.  The purpose of questioning is to achieve a state of Balance no matter how impossible it might seem at times,Unknown,Other No Form,"Question, Balance",,,,,Abu. Shafi 2,
4741,,City Hall,CH995,Transcribed,Road Work? Building Blocks,In the street (like a paved road),19121,21,CH995_0001.jpg,"Collection of bricks/pavers/cobblestones from all parts of Philadelphia/surrounding areas to pave one whole street in Center City.  It's meant to highlight Philly's diverse neighborhoods + extensive history, but also to show how Philadelphia is always creating new things/moving forward because of that history



Can also be critical since there are a lot of neighborhood that don't get the same attention as say, old city, so they could have missing stones to highlight that?","History, Neighborhoods, Philadelphia, Unity","Walkway, Street",,Niamh,,,,,
4740,,City Hall,CH996,Transcribed,Cultural Cooking,Vernon Park,19115,21,CH996_0001.jpg,"Celebrating the many cultural areas throughout Philadelphia



Have a combination of staple food and dishes from various cultures or show it as an unswept floor","Culture, Philadelphia",Meal,"Food, culture",Hayley,,,,,
4739,,City Hall,CH994,Transcribed,Covered in Dust,Various Locations,19121,20,CH994_0001.jpg,"Description



Projection of the small sparrows that clean themselves in the dust around the city.  The canvas of the projections will be various abandoned structures throughout Philly, places that have flown under the radar ((just like the birds fly under the radar in everyday life))",Animals,Projection,"Sparrows, abandoned structures",Kaitlyn Canpentea,,@the_boifather,,,
4738,,City Hall,CH993,Transcribed,Schuylkill Clean,On the Schuylkill,17603,19,CH993_0001.jpg,"This is a monument of a boat on the Schuylkill.  However, it is actually filtering the water in addition to being a decorative monument.","Environment, Sustainability","Infrastructure, Space","Schuylkill River, boat, water, clean water, environment, nature",,,@daniellehopeabrom,,,
4737,,City Hall,CH992,Transcribed,Bifocals in Time,In front of City Hall,19002,19,CH992_0001.jpg,Bifocals (like Ben Franklins) you can flip the lens' and see various points in time of city hall through the different lens,"History, Philadelphia","Interactive, Sculpture Statue","Ben Franklin, Bifocals",Becca Watson,,,,,
4736,,City Hall,CH991,Transcribed,BOOM BOX KINGDOM.,ANYWHERE!,19122,21,CH991_0001.jpg,"Play with music in a safe space for [adults, children, elderly, people with disabilities] All people are welcome to the wild side 



Why don't we put away our problems - run, jump, explore, and PLAY! 



Covered in natural green vines, jump through the box and explore a new Philly kingdom.","Environment, Music, Philadelphia, Uplifting","Garden, Song Sound, Playground","Music, play",,,@abbymarkle,,,
4735,,City Hall,CH990,Transcribed,Women of Philadelphia Sculpture Garden,A popular public space. Possibly a park?,19121,20,CH990_0001.jpg,"According to Sharon Hays' If They Should Ask, there are only two sculptures dedicated to women out of the hundreds in Philadelphia.  Obviously, way more than two women have made an artistic, cultural, or historical influence on the city, so this disparity in representation must be rectified.  Perhaps a starting point could be a sculpture garden.  Each sculpture could be of an influential woman, or a woman (of Philadelphia) that the artist finds inspiring.  A collaborative project.  



(Like this, but with way more statues) 



Standing shoulder - to shoulder to represent solidarity and unity



facing outwards to represent the womens' outward influence on Philadelphia.","Art, Culture, History, Philadelphia, Women","Garden, Sculpture Statue",Women,Alex Dellarciprete,,,,,
4734,,City Hall,CH989,Transcribed,Mascot,Playground (s),19122,19,CH989_0001.jpg,A statue of the Philly Phanetic placed in a playground to motivate kids and encourage their imagination,Sports,Sculpture Statue,,,,,,,
4733,,City Hall,CH988,Transcribed,Top of the Rock (y),Top of City Hall,19122,14,CH988_0001.jpg,"Replace William Penn at the top of City Hall with the statue of Rocky Balboa currently outside of the PMA. On one hand, most Philadelphians more strongly identify with the struggles of Rocky, a disadvantaged underdog, than William Penn, a colonist. Also, it is a commentary on just how committed to media our society is, embracing the absurd fact that one of the most famous Philadelphian is a fictional character.","Figure, History, Pop Culture","Building, Sculpture Statue",,@commobored,,,,,
4732,,City Hall,CH986,Transcribed,City of Love,Franklin Square,19122,22,CH986_0001.jpg,This small park is to commemorate those who have made contributions to the people of Philly.  We will set some of their statues. and introduction of them,"Figure, History, Philadelphia",Sculpture Statue,,Gyman Uan,,,,,
4731,,City Hall,CH987,Transcribed,Always,A Dumpster,19122,19,CH987_0001.jpg,"A bronze, larger-than-life-sized statue of the cast of FX's //It's Always Sunny in Philadelphia//, placed directly in a dumpster.  Too often are the denizens of our fine city equated with the garbage people portrayed on the hit sitcom.  Let us commemorate them in the trash where they belong.","Philadelphia, Pop Culture",Sculpture Statue,"Pop Culture, It's Always Sunny in Philadelphia, Garbage, Dumpster, FX, TV",Devin O'Brien,,,,devinobrien06,
4730,,City Hall,CH985,Transcribed,Philly Love or Philly I Love You,LOVE PARK,7079,20,CH985_0001.jpg,Because this town is sometimes called the city of brotherly love maybe where the LOVE park used to be there could be a projection of videos of people talking about fond memories they had in Philly/ things they love about Philly. Or the monument can be interactive and people can write things they like about Philly on paper and tie it to tree branches or maybe a wall can be painted with chalkboard paint and people can write on that wall with chalk,"Brotherly Love, Culture, Philadelphia, Love","2D, Garden, Interactive, Mural",,Sydney James,,sidsquidzz,,,
4729,,City Hall,CH983,Transcribed,musicians,city hall courtyard = reading terminal corner,19121,20,CH983_0001.jpg,"(This monument stands for all the talented street musicians)--Statue

A monument of a man either playing the sax/trumpet next to a woman playing the violin at the corner of a busy street

-Symbolize talented street performers","Art, Music, Philadelphia","Sculpture Statue, Street",,,,@melissam_fera,,,
4728,,City Hall,CH984,Transcribed,The Kiss - Constantin Brancusi,"City Hall, center",19074,20,CH984_0001.jpg,"The Kiss is a 5'8// tall sculpture in PMA that depicts two figures embraced in a kiss.  I think it's a very moving, gentle, and comforting piece.  I want it to attain more attention.  I wanna make it big, like huge.  And I want it to encourage unapologetic comfort and more freedom in openly communicating love.","Art, Love",Sculpture Statue,"Kiss, love, sculpture, Brancusi",Alyssa Evans,,,,_lvssa,
4727,,City Hall,CH982,Transcribed,We Don't Speak Colonizer,Geno's + Pat's Cheesesteaks (South Philly),19149,22,CH982_0001.jpg,"A monument that celebrates the languages before colonizers conquered America. In response to the famous Philly cheesesteaks land marks and their signs stating //This is America, when ordering, speak English.// I want the monument to have passerbys 

-write poems -cheesesteak orders -responses in their languages in response to the sign.

The monument could be a few of the tribes chiefs sitting together with cheesesteaks. Responses would be posted in between the fake metal cheesesteaks.","Food, Native Americans, Philadelphia",Interactive,,Jenna Lam,,jenna__lam,,,
4726,,City Hall,CH981,Transcribed,Underground treasure,Broad St.,,21,CH981_0001.jpg,,Philadelphia,Other No Form,subway,Amanda Malandrino,#NAME?,,,,
4725,,Light labs,LLL5,Transcribed,Progress on Parade,All along JFK Blvd/Ben Franklin,19129,25,LLL5_20171102_0001.jpg,"(1) Each year, EVERYONE in Philly is invited to parade through the streets, dressed as people who have helped our city march forward:



(2) They can dress as past figures/leaders (Ben Franklin, Marcus Garvey, Octavius Catto, Mayor Kenny), or as themselves (the leaders of the future)



(3) On the roads will be printed dates of achievements (civil rights bills, suffrage, etc.)","History, Human Rights, Inclusivity, Philadelphia, Politics, Social Justice, Unity, Uplifting, Love, Freedom",Parade,"Progress, Forward, Trust the Process",,,,,,
4724,,City Hall,CH980,Transcribed,Love,Love Park,19006,20,CH980_0001.jpg,,"Violence, Love",Sculpture Statue,,Adam Davila,#NAME?,,,,
4722,,City Hall,CH979,Transcribed,Cheesesteaks,Benjamin Franklin Parkway,19124,24,CH979_0001.jpg,,"Food, Philadelphia",Other No Form,,Andy Huyuh,,,,,
4721,,City Hall,CH978,Transcribed,Rail,Washington Square,19707,19,CH978_0001.jpg,"Celebration of public transportation in the City of Philly. So many people utilize it, and society would markedly transmute w/out it !",Philadelphia,Other No Form,SEPTA,Brandon,SEPTA,,,,
4720,,City Hall,CH977,Transcribed,Girard Garden Roundabout,15th & Girard,19121,21,CH977_0001.jpg,"GGR operates as both traffic circle and greenspace for social gathering.  Adding some green about fairmount ave. freshens the air and creates a new landmark.  A small cafe can serve hot and cold drinks, and people might come to gather on the borders of gentrification.","Environment, Neighborhoods, Philadelphia, Gentrification","Building, Garden, Walkway, Meal, Street","Gentrification, green space, fresh air, Fairmount, Girard",Xan,,,,,
4719,,City Hall,CH975,Transcribed,Killer Not Hero,Spruce St. harbor park,19121,21,CH975_0001.jpg,"At spruce street harbor park, there is currently a giant monument to Columbus describing him as a //brave, charismatic leader.// -- obviously, this is far from the truth.  I would have people project words that should actually be used to describe him like //killer, greedy, etc.// I would also project on the other 3 sides of the monument native american stories that have been lost from textbooks. 



side 1: projected words

side 2-4: indigenous stories.","History, Human Rights, Immigration, Native Americans, Philadelphia",Projection,"Christopher Columbus, Native American, Colonization",Lyanne Rodriguez,,@lyannecelize,,,
4718,,City Hall,CH976,Transcribed,Monument to Asian Contributions to the City,Chinatown,19121,20,CH976_0001.jpg,"Like Sharon Hayes' sculpture recognizing Philadelphia's historical women, there should be more monuments recognizing the contributions of minority groups whos achievements have been historically underscored and repressed.  A start could be recognizing figures in the Asian-American community, and the location of this first site could be Chinatown.","History, Inclusivity, Inequality, Philadelphia, Social Justice, Race Ethnicity",Sculpture Statue,"Asian American, Chinatown",Ryan C.,,,,,
4717,,City Hall,CH974,Transcribed,Women of the First Computer,Where the lab was located,19139,30,CH974_0001.jpg,"ENIAC: a group of Philadelphian women contributed to the first computer



A monument made of many readjustable pieces + includes the bodies + faces of these women","History, Philadelphia, Technology, Women",Sculpture Statue,"Women, Computer, ENIAC",Razan,,@hi_raz,,,
4716,,City Hall,CH973,Transcribed,//Sisterly Love//,By Philly Art Museum,19122,20,CH973_0001.jpg,">Sculpture of the woman's movement w/ the three fists in the air 

>women's pride

>make the shades of all the arms change to represent all women (digital arms)","Brotherly Love, Inclusivity, Women","Sculpture Statue, Digital Project","Sisterly love, Women",Sydney,,,,,
4715,,City Hall,CH972,Transcribed,A Dying Breed,In front of 30th Street Station,19122,20,CH972_0001.jpg,A monument dedicated to the disappearing SEPTA Token as a far.  The modernization of Philly is leaving behind its past.  A giant 10 foot tall SEPTA token replica outside of 30th Street Station.,"History, Philadelphia, Technology",Sculpture Statue,"SEPTA, token, transportation",Jazz Milligan,,,,,
4714,,Light labs,LLL23,Transcribed,Philly Alive,easy access/a lot of foot traffic,19343,62,LLL23_20171102_0001.jpg,"1. Something timeless (archet y pe)

2. Something that changes-stays relevant 

3. Something that brings and epitomizes people coming together","History, Unity",Other No Form,,Clemens,,,,,
4713,,City Hall,CH971,Transcribed,Memories of a Skateboarder,"Love park, center city",19121,20,CH971_0001.jpg,"A memorial near the old site of love park and municipal plaza to remember the skateboarding culture of philly.





//LO

VE

Skatebody//","Culture, History, Inclusivity, Politics, Pop Culture, Sports, Love","Sculpture Statue, Memorial","Love Park, Skate, Skateboarding, Skatebody, Sub-cultures, History",,,,,,
4712,,Light labs,LLL22,Transcribed,Teach/Dear Teacher,"City Hall, School District Building",19123,33,LLL22_20171102_0001.jpg,"The goal of this monument would be to make an indelible statement about the vital role teachers play in supporting the well-being of our communities.  With all of the political disagreement over how to improve the quality of public education somehow the profession of teacher has been subject to a lot negative criticism and has lost some of its status as an essential component of healthy, thriving societies.  We should erect a monument that celebrates + honors all teachers and acknowledges that the future + fortunes of our children + our city will always be connected to the efforts + compassion of our teachers.  The statue could be of a teacher reading a book surrounded by young children.","Education, Philadelphia",Sculpture Statue,"Teacher, education, public education, school",Justin Ennis,,phillyASAP,,phillyASAP,phillyASAP
4711,,Light labs,LLL21,Transcribed,Relevant Rizzo,addition to existent monument of Rizzo outside MSB,18901,44,LLL21_20171102_0001.jpg,"Use the outstretched hand on that statue to proclaim relevant messages to the communities he once helped to oppress - re: voter registration, police brutality, empowerment of people of color.  Use that unpopular, unsightly statue to educate, to provoke, and to represent the duality of the city that was once Rizzo's and is MOVING AHEAD and beyond that.  (More powerful than removing him is to use him to proclaim new messages!)","Figure, History, Inequality, Philadelphia","Interactive, Sculpture Statue","Frank Rizzo, Rizzo, police brutality, voter registration, empowerment, education",Diana Doherty,,,,seybertphilly,
4710,,Light labs,LLL20,Transcribed,Tree of Change,,19050,32,LLL20_20171102_0001.jpg,"HOPE



CHANGE



HOPE



LOVE","Environment, Uplifting, Love",Tree,"Hope, Change",Dominique Goss,,,#DareToDream,,
4709,,Light labs,LLL18,Transcribed,Sun Ra - Try the Impossible,Germantown,,,LLL18 CORRECTION_20171102_0001.jpg,"Sun Ra, band leader, cosmic philosopher, Afro-futrist, proffered many aphorisms, among which was //The possible has already been tried, try the impossible!// The monument would be a statue of Sun Ra with this Question & the planet saturn.","African Americans, History, Music, Philadelphia, Pop Culture",Sculpture Statue,"Sun Ra, Music, Saturn",,,,,,
4708,,Light labs,LLL19,Transcribed,Our Community Ladder(s),,19103,55,LLL19_20171102_0001.jpg,"- A huge ladder with a youth climbing

- At the base, there are several people, of varying ages & of diverse backgrounds, supporting the ladder. 



Another option would be to have a # of ladders all intersecting and with diverse individuals (of color, age, etc) climbing & holding these ladders + message is helping people to reach higher & overcome obstacles in their lives.  It takes a number of individuals & agencies to help anyone climb higher","Inclusivity, Unity, Uplifting, Youth",Sculpture Statue,"Diversity, ladder, youth, community",Nancy Astor Fox,,,,,
4706,,Light labs,LLL17,Transcribed,?,through neighborhood,18901,59,LLL17_20171102_0001.jpg,A path of stoops connecting the neighbors and on the stoops.- art illustrating the neighborhood and the people of the area. Very alive monument.,"Neighborhoods, Philadelphia","Walkway, Other No Form",,Valerie Kipin,,,,,
4705,,Light labs,LLL16,Transcribed,The Philly Web,moving across the city or replicas across the city That Reflects the community it sits in.,19143,Nope.,LLL16_20171102_0001.jpg,"The [Philly World-Wide] Web



Silky streets



City Hall



-Family



-Neighbors



-'Strangers'



-‰ªÇ



- heart + Brain 

We Need Both to Live



- Science



-Faith



-[Other Stuff]","Art, Education, Family, History, Inclusivity, Neighborhoods, Philadelphia, Religion, Sports, Unity","Conceptual, Sculpture Statue","Web, World Wide Web, Interconnected, Science, Faith, Moveable, City-Wide",Valerie Gay,,valgaysings,,valgaysings,
4704,,Light labs,LLL14,Transcribed,Healing Embrace,West Phila,19090,55,LLL14_20171102_0001.jpg,"I can't draw, but it would be an embrace of people of all races, religions, etc. I live and work in the suburbs now but I used to live in West Phila.",Philadelphia,Other No Form,,Dalene Neopolitan,,,,,
4703,,Light labs,LLL15,Transcribed,We,Everywhere,19146,50,LLL15_20171102_0001.jpg,"Porch



CIRCULAR //STOOP// For ALL To SIT + LOOK + TAlk","Architecture, Culture, History, Neighborhoods, Philadelphia","Interactive, Sculpture Statue, Bench","Stoop, Step, Stoops, Porch, We",Susan Segal,,,,,
4702,,Light labs,LLL13,Transcribed,Rebirth,,18901,59,LLL13_20171102_0001.jpg,Monument that expresses concept of Rebirth. I feel like Phila has undergone several rebirths all over the city + continues to be in that process / needs to continue that process,"History, Philadelphia, Uplifting",Conceptual,"Rebirth, Future",Andy Kind-Rubin,,,,,
4701,,Light labs,LLL12,Transcribed,Monuments to our Vision/Voice/Values,,,,LLL12_20171102_0001.jpg,"1 A woman of color standing who knows about abundance 

2 A giant ear - for listening 

3 A big front porch 

4 A front stoop","Philadelphia, Race Ethnicity","Infrastructure, Space, Sculpture Statue","Stoop, porch, abundance, listening",Philanthropy Conference Collective Brain,,,,,
4700,,Light labs,LLL11,Transcribed,Fake it/Make it,Every corner & hidey hole,19123,,LLL11_20171102_0001.jpg,"mirrors w/ words above them (e.g. activist, creator, etc.) can be full-length or hand-mirror sized. anywhere & everywhere. My cohort and I are thinking about making this installation a reality by ourselves.","Art, Inclusivity, Uplifting",Interactive,"Mirror, Activist, Creator, Fake it 'til you make it",,,,,,
4699,,Light labs,LLL10,Transcribed,Philly Front Porch,North Philly (and all over!),19123,61,LLL10_20171102_0001.jpg,"Build a front porch (or several) w/ representatives from all neighborhoods.  

races, classes: genders, etc. etc. etc. religions



Have art work representative of all neighborhoods!!!","Gender Identity, Inclusivity, Neighborhoods, Philadelphia, Religion, Unity, Race Ethnicity","Infrastructure, Space, Sculpture Statue","Front porch, representation",Chrisay Kind,,,,,
4698,,Light labs,LLL9,Transcribed,telling the whole story,,19038,46,LLL9_20171102_0001.jpg,"Tell missing pieces of our history- the people who built this city (people of color, women) who have been left out of the narrative","History, Philadelphia, Women, Race Ethnicity",Other No Form,,Marim Biglan,,,,,
4697,,Light labs,LLL8,Transcribed,Public health data=change,,19144,36,LLL8_20171102_0001.jpg,"Anything data plus art related to social justice and demonstrating human change through data awareness.  EG: HIV + Condom use = life, wellness, protection

or

Housing policy + lead poisoning = no more sick kids","Health, Social Justice",Other No Form,"health, data, awareness, social justice",morris amelaura,,,,,
4696,,Light labs,LLL7,Transcribed,Toy Trash,Near a park,8003,54,LLL7_20171102_0001.jpg,Monument made of recycled toys,Sanitation,Sculpture Statue,,Stacy,,,,,
4695,,Light labs,LLL6,Transcribed,200,Northern Liberties,19422,34,LLL6_20171102_0001.jpg,What is eternal in Philadelphia? What will be here in 200 years?,"History, Philadelphia",Other No Form,,Natalie Hirsch,,,,,
4694,,Light labs,LLL4,Transcribed,"Anywhere, Everywhere","Speaker receivers in north philly, west philly, etc. speakers",19123,25,LLL4_20171102_0001.jpg,"(1) Speakers on the edges of town (outside Center City) where people can speak their minds & record 

(2-‰ö_) Speakers randomly places all over the city project thoughts & words of ppl from other neighborhoods","Neighborhoods, Philadelphia","Audio, Interactive",,,,yonayurwitart,,yonayurwitart,yonayurwitart
4693,,Light labs,LLL3,Transcribed,The Current State of Things,Wynwood,19123,25,LLL3_20171102_0001.jpg,,Art,Stumble Stone,,,A tomb stone with //Art is not dead// engraved.,,,,
4692,,Light labs,LLL2,Transcribed,power of art,city hall courtyard,,,LLL2_20171102_0002.jpg,"I want to see a monument that is centrally located that reminds people of the power of art - that art is like oxygen - we need it for our survival as the human race. I see this as a beautiful map that mines the rich social imagery in our city - with strings of light that act as a great connector. at the heart of the map are the words Beauty, Resilience, Humanity Justice","Art, Inclusivity, Neighborhoods, Philadelphia, Social Justice","2D, Image","Map, City Hall, Center City, Art, Interconnection, Beauty, Resilience, Humanity, Justice",,,,,,
